text,N/S/J/G,V/L,favorite_count,retweet_count,followers_count,friends_count,listed_count,statuses_count,favourites_count
almost two hour first pfizer vaccin zero side effect lot car alamodom hour second dose polic safd volunt amaz job satx,G,L,4,0,1233,1907,20,44990,30593
updat got first dose pfizer covid vaccin round one side effect arm definit sore slight bruis get around hot flash drive home like minut like burn fine,G,V,12,0,853,382,7,15480,11870
side effect second day take vaccin moderna slight feel fatigu sore arm gone third day high recommend use arm write pleas get vaccin whenev possibl still wear mask,T,L,29,2,10463,768,108,15171,7410
got first dose vaccin last night side effect experienc super power thisisourshot,J,L,4,1,139,480,18,2893,11107
side effect vaccin today sore joint feel feverish noth rest sofa paracetamol fix nowher bad expect hope reassur worri jab,T,L,5,0,15150,6101,738,148043,13719
day vaccin dose side effect advic eat burrito drink three ipa postneedl prosper,J,L,3,0,130,407,2,693,1077
sister got second dose vaccin bought new car dose possibl side effect far impuls big purchas still crazi updat provid,J,L,11,1,631,586,7,43821,40100
first az vaccin morn side effect far sore arm feel tad tire amp bit shiveri wrap blanket eat cake amp watch old film famili spot differ normal saturday much love amp thank precious nhs,J,L,43,3,1290,2143,9,23414,59645
postvaccin mood start feel side effect may feel like trash today immun system total crush oneanddon,J,V,3,0,131,560,0,2231,1271
got vaccin guy dont think side effect,G,L,12,0,390,780,9,61005,60502
get second moderna vaccin three hour excit nervous got covid arm shot one hope shot side effect enjoy love mn springlik weekend,N,V,1,0,151,277,0,2189,11643
post vaccin pain arm subsid side effect,G,L,7,1,1410,1513,3,20690,115258
got pfizer vaccin second dose definit rougher first term side effect expect definit happen experi wasnt bad expect arm pain bodi ach stronger time got fever gone hrs,G,V,12,0,8821,3531,61,56334,194632
receiv second dose vaccin yesterday morn zero side effect shot mean superwoman,J,L,1,0,378,344,3,21407,21394
yes probabl also door bunch vaccin side effect recent water hous could mold,S,V,0,0,1597,1349,121,18033,16213
joint ach today rough part get older im sure vaccin side effect know,S,V,21,0,2188,744,2,2225,38
love one peopl get vaccin side effect longer two day,S,V,0,0,109,417,1,21826,23881
got first vaccin dose side effect far laser eye non destruct like scan price butt confid pull goate,J,L,5,0,397,722,10,5389,2731
dont next day post second vaccin shot side effect yeah oprah,J,L,19,0,1792,547,3,32750,107165
second dose moderna vaccin kick almost everyon butt even know side effect got shot monday whop pain killer accid bruis arm right though hope stay way,S,V,0,0,238,37,3,1616,5802
side effect vaccin proper kick energi move much guess watch classic right thing fanslikenooth,J,V,6,0,742,929,4,23503,35499
msos well side effect vaccin shot go away bodi ach shoulder pain small fever littl shiver flu like stuff actual shingl shot made feel wors novemb seen mani respons last night tweet head spin,S,V,2,0,1157,873,19,9202,3639
well get mild side effect second shot exercis earli morn tri get way symptom onseti threw say msos relat vaccin wast basket desk today full,S,V,0,0,1157,873,19,9202,3639
yeah got vaccin side effect irrespons sexual behavior,J,L,21,1,10206,2754,171,32072,34167
day moderna covid vaccin side effect sore arm nose burn like fire,G,V,0,0,276,1254,5,20012,13165
anyon curious experi w vaccin side effect got second moderna shot thursday pretti well tire stiff sore thur night yesterday w elev temp noth bad took sick day rest amp feel normal today,T,V,11,2,174,221,3,5349,21458
gotten moderna vaccin second inject caus headach bodi ach fatigu last approxim hour phlebotomist told expect side effect problem scenario frien,T,V,0,0,779,885,4,15541,36952
sideeffect vaccin doctor say,N,V,3,0,15658,7287,131,33430,1801
took almost day start two week vaccin postvaccin migrain gone worst side effect heard anyon get promis worth get vaccin elig highriskla vaccin,T,V,2,0,2104,1453,11,23206,24728
mom got vaccin last week rough side effect main reason get vaccin abl see grandma nurs home month,G,V,2,0,133,375,0,1729,27200
vaccin side effect hack take benadryl immedi get shot heard lot nasti side effect headach moderna pfizer covidvaccin,T,V,1,0,293,879,3,4333,14216
yesterday morn receiv second covid vaccin im beyond happi amp gracious receiv past hour rather rough side effect intens bodi ach amp chill look like worst side effect worth amp,T,V,9,0,1754,831,43,4921,7907
good take easi today ive side effect vaccin theyr get better though,G,V,5,0,3475,1566,7,88112,154104
would like complain side effect im feel first shot coronavirus vaccin ouchi site inject protect sever case futur full immun virus mean costbenefit,J,L,7,0,485,155,21,12309,73682
receiv dose moderna vaccin yesterday although normal experi mild side effect none feel great believ scienc conspiraci misinform ask medic profession trust vaccin safeti getvaccin,T,L,8,0,2049,2230,34,39377,51431
tire maaaan didnt know side effect vaccin strong went bed tire woke realli tire,S,V,4,0,147,318,2,8275,67917
appar vaccin wors side effect younger peopl probabl dad issu feel like shit,S,V,1,0,98,184,1,3356,939
got second dose pfizer vaccin minim side effect get peopl vaccin,T,L,0,0,655,1124,0,25711,378246
def still worth side effect get vaccin covid side effect,T,V,1,0,605,884,159,20133,3146
hey armi vet got first dose pfizer vaccin yesterday morn arm littl sore that expect shove piec metal bodi otherwis feel fine notic fatigu adv,G,L,1,0,1401,1359,23,86404,26707
feel crappi today probabl side effect vaccin bad guess wan na go back bed,S,V,8,0,179,266,2,11470,22149
updat turn got pfizer vaccin side effect far super sore arm process nut got roof thing got inject car sat fifteen minut drove process insan effici,G,L,5,0,85,541,1,2293,13764
go actual covid vaccin side effect actual sound like diseas keep waver among symptom like decid bizarr mine mild,S,V,1,0,1362,2316,36,32015,24856
heard one sideeffect sudden like thing meghan markl joke twitter mod know vaccin safe etc,J,L,0,0,17,202,3,1724,2966
far noth report regard vaccin side effect flu shot wors,G,L,24,1,3195,945,132,134755,285631
updat took almost exact hour vaccin side effect subsid woke earli morn feel like arm pain headach fever nausea much better infect getyourvaccin,T,V,1,0,3124,4592,2,26089,50199
got first shot covid vaccin mild side effect feel great,G,L,0,0,204,765,2,22477,47298
grate gotten vaccin dose pfeizer freez amp shake lucid fever dream aw joint pain whole bodi ach throw anyon els experienc side effect came wave felt bad good bad,S,V,1,2,94,306,0,839,4942
drink lot water reduc headach vaccin week ago reliabl inform gp take paracetamol need certain help side effect,T,V,0,0,18,69,0,1837,1517
far side effect first dose vaccin arm pain area tired expect sever week second dose amp readi effect thank opportun receiv vaccin,G,V,3,0,2296,4994,117,77289,174214
good question anybodi die receiv covid vaccin side effect first shot almost kill via,S,V,0,0,854,5000,6,51242,2174
hope time get vaccin one less side effect still glad one day esp dose,T,V,0,0,35,98,1,898,2201
thrill finish happi eduardo miss race slept earli vaccin side effect love australian race friday night los angel,J,V,0,0,213,32,1,2735,32248
exact side effect heregot moderna vaccin day ago arm still pretti sore woke slight headach today bad,G,L,2,0,7,45,0,285,189
good morn maryann feel side effect vaccin first one easi one hope sore arm your deal enjoy day,T,L,1,0,5911,5886,32,47036,154845
side effect astra zeneca vaccin best summar appear struggl,S,V,7,2,514,1286,16,2346,169
hey boy got jampj vaccin yesterday went bed tire want smoke meat saturday deal side effect build,S,V,0,0,85,519,0,425,167
vaccin side effect sore arm reduct anxieti renew feel hope general improv wellb return airlin websit mask hand sanit distanc still recommend,J,L,3,0,569,548,20,2930,3229
first hour vaccin shot abl stay awak due side effect second hrs abl sleep due side effect modernavaccin,S,V,0,0,111,408,4,9256,15966
wait two hour insid car yesterday even get pfizer covid vaccin girl babi look upon didnt feel thing havent felt side effect second shot week help save live covidvacccin dashcam,G,L,0,0,1001,1257,46,4973,1283
current go general side effect vaccin right sore general uncomfort bit headach brew well side effect bummer abl breath die life end virus contest,G,V,5,0,714,666,5,17633,20725
got unpleas short term side effect vaccin better suffer covidlong six month,G,V,0,0,15038,15232,382,116456,95340
end day lucki enough experi moder muscl sore inject site take tylenol today feet feel littl tinglynumb sure vaccin relat yet overal feel fine fatigu side effect yet,G,L,0,0,213,146,1,1939,10697
cooor worst sleep last night side effect vaccin describ sleep pool acid freez bollock,S,V,0,0,200,497,0,10528,8835
side effect covid vaccin real thing,S,V,2,0,861,1171,1,2596,9900
might vaccin lot cowork side effect shot,T,V,1,0,213,458,3,638,1197
earlier week fortun enough receiv first dose moderna covid vaccin side effect mild sore arm amp slight pink discolor near inject site bad part believ scienc wear mask get vaccin,T,L,6,0,194,480,3,1932,2868
hour sinc got second covid vaccin side effect feel hurt arm mayb fine weekend feel like advantag bc got pfizer bad side effect statist like peopl got moderna,G,L,0,0,60,198,0,1731,20044
first covid vaccin today honest side effect slight sore arm noth major,G,L,1,0,354,2038,3,36377,7510
charl hit pr vaccin side effect idk,S,V,1,0,528,221,4,11970,39182
receiv second dose moderna vaccin today side effect side note destroy half life snap finger could relat time tell,J,L,6,0,211,218,1,9007,54920
got first dose vaccin list side effect far tingl spidey sens,J,L,13,0,557,297,7,3594,7395
heard got moderna vaccin sever side effect pfizer inject zero side effect mild sore arm,N,L,2,0,90,146,0,6295,2248
alway support get vaccin serious side effect ever sinc got kid call crack apex someth keep mind decid get stay safe,S,V,4,1,49,71,0,206,1200
thank got second dose vaccin today wait see side effect like mani other sore arm first one wasnt bad got flu shot hope surg,G,L,2,0,471,1420,0,11064,13351
vaccin side effect snuck like edibl lmaoooool,J,V,0,0,333,240,3,54814,4472
heard second moderna pfizer shot carri similar side effect experienc skeptic lower efficaci annual flu vaccin lower chanc sever ill three vaccin exceed figur,T,L,4,0,327,567,2,24347,32889
took vaccin side effect took first shot two week ago take second shot next week stop listen conspiraci theori,T,L,0,1,355,3341,1,12755,5569
got husband got plus swollen lymph node armpit noth like weird boob sudden appear make googl vaccin side effect real quick surpris appar one,J,L,4,0,165,255,1,8398,104065
got vaccin side effect know ofi slept day,J,L,0,0,38,173,0,3556,1688
copd im oxygen got pfizer vaccin feb saturday feb booster zero side effect,G,L,4,0,1346,846,6,57846,132016
yes love see tweet pfizer vaccin side effect red inject site time posit effect extrem relief hope see light end tunnel wearamask,G,L,2,0,184,392,0,1968,11459
accord ol jack edward bruin ever lost fight st marchand littl angel methink jack vaccin side effect list pfizer msds,J,L,2,0,1,4,0,104,31
got mother first shot vaccin zero side effect next shot schedul get mine awhil yet reliev know safe thank presid biden get speed,G,L,1,0,566,864,0,4826,18093
vaccin side effect wont lie feel like flu honest small price pay,G,V,2,0,346,652,1,5324,4589
last wednesday got first covid vaccin went work feel normal receiv vaccin sore arm nausea hot flash fever one would believ extrem side effect first vaccin thought noth,G,V,0,0,236,658,6,9603,8645
first vaccin yesterday morn side effect far,G,L,1,0,340,295,7,7998,17899
tell get covid vaccin social media sensat side effect btch,S,V,0,0,132,184,1,15904,3818
got johnson johnson vaccin today side effect aw spike shiver past hour better die covid,G,V,11,0,543,256,108,713,2120
seem older fewer side effect may maderna vaccin accord pharmacist far father side effect first round ill keep post side effect get,T,L,0,0,3779,4871,6,26560,25390
doctor pharmacist told younger peopl seem inclin see side effect us older folk year old father day post vaccin littl short breath copd got mi,T,L,1,0,3779,4871,6,26560,25390
except vaccin side effect last year healthiest even allergi abat,G,L,0,0,5314,5597,2,78030,76315
second last friday zero side effect weird sleep sever day might unrel vaccin stay hour night,G,L,1,0,5201,5072,14,77192,69395
got moderna vaccin side effect fever sore inject site clear morn thrill report im right rain desir eat brain absolut certain there microchip arm,J,L,44,1,962,414,2,5192,15937
got moderna vaccin wait get dolli tig ole bitti far side effect,J,L,2,0,356,483,1,16926,29120
thank look like spoke soon felt flush amp feverish bit chill took tylenol still bad get hour bad flu covid lol mistaken,G,V,1,0,5081,1888,86,8379,26680
dose pfizer vaccin side effect either dose even site arm,G,L,0,0,67,1078,0,168,5948
congrat first moderna vaccin march second schedul april first hope side effect easi one muscl pain inject site hour,N,L,0,0,22,151,0,242,972
wow today suck didnt think would feel side effect vaccin shot man wrong experienc bout nausea day ugh go get covid test procedur next week doubl fun least slept hour tonight,S,V,1,0,200,414,5,5641,21151
got vaccin today super easi process mild side effect thank educ elig vaccin campus open person learn sinc end august,G,L,0,0,61,139,5,1730,3061
know lot peopl got vaccin almost alway younger peopl side effect old guy like howev know anyon issu day usual dose hit harder sore,T,V,2,0,1626,1227,18,85186,238423
got jampj vaccin yesterday mild side effect,G,L,2,0,48,103,1,1702,826
even pfizer vaccin two day ago without sideeffect kind yet schedul one sure hope backlash one well ret,N,L,0,0,316,355,0,17878,59788
advers reaction side effect vaccin got around today came home grade student respons around feel rather exhaust im alway exhaust dont know attribut vaccin al,G,L,4,0,1185,2334,8,12039,32365
johnson johnson vaccin side effect killer,S,V,18,3,412,867,1,52447,14071
two ppl vaccin side effect today also tweet pfizer ach two hour last night otherwis noth sore arm arm pain id say littl less tetanus shot,T,L,1,0,365,69,5,8125,6322
hi first dose last week side effect arm even sore slight arm hurt flu shingl vaccin hope feel better side effect like gone tomorrow everyon tract,T,L,2,0,1419,1641,5,14631,24024
got second covid vaccin negat side effect im legit fall asleep stream today feel like guy dont wan na see fight eyelid instead enemi team,J,L,5,0,100,331,5,1083,436
got shot coronavirus vaccin today still feel good lookout side effect none yet,N,L,0,0,419,920,32,40676,7644
vaccin updat negat side effect littl inject site pain noth good cabernet solv posit side effect asid die extra finger grew overnight help type faster,J,L,6,0,307,863,0,2175,1885
serious note ok scare vaccin get covid took step protect bc mom gave panic attack shot bc certain go side effect mental ok panic real,S,L,10,0,844,2857,1,4092,5560
zero side effect glad get booster vaccin make amor toni fauci,J,L,2,0,24,204,0,1217,2515
got first vaccin shot afternoon asu temp campus moderna vaccin second shot schedul april far side effect vaccin occur day came day recoveri,G,L,18,0,557,78,0,5773,53910
side effect vaccin wors covid symptom,S,V,0,0,23,220,0,4346,9048
definit post vaccin first dose pfizer side effect sleepi yesterday today,S,V,2,0,1978,864,52,118022,211969
im happi got covid vaccin today relax zero side effect covidvaccin protectyourfamili thank philadelphia pennsylvania,J,L,1,0,300,440,5,2546,283
complet vaccin check questionnair everyth fine negat side effect oper profession thank serv us philadelphian philadelphia pennsylvania,G,L,0,0,300,440,5,2546,283
believ one side effect vaccin burn desir tell everyon vaccin side effect covidvaccin vaccin,J,L,0,0,418,187,1,3539,806
got first vaccin shot today even though went total well still got hit coupl side effect arm sore fatigu stream tonight tri make tomorrow see ya soon,S,V,2,0,86,162,3,4033,3784
blah start feel like drag even work feel earli consid sleep hope side effect vaccin,S,V,0,0,538,657,2,33549,50524
sleep rest bold mistaken move clean lot room think vaccin side effect feel sluggish find,S,V,0,0,538,657,2,33549,50524
damn vaccin side effect strong imagin actual get covid shit tough,S,V,0,0,8,81,1,182,312
vaccin pfizer usual side effect shot moderna side effect shot day feel like flu come friend moderna side effect younger wife day flu side effect headach na,T,V,0,0,2689,860,4,208422,144185
made thing also think im clear vaccin side effect one spici,J,V,5,0,2143,180,33,8653,1362
got first vaccin shot today feel fineno side effect staysafestayhealthi,G,L,2,0,245,838,0,4760,5679
jampj vaccin today side effect far sore throat pound headacheoth happi,G,V,4,0,1428,4899,21,14641,11485
covid vaccin side effect realli kick,S,V,0,0,3138,376,363,93006,2086
anyon advic appetit side effect second covid vaccin ive water snappl cranberri juic,S,V,0,0,338,593,7,9739,34289
almost side effect vaccin realli tire day got second dose,G,L,3,0,531,487,0,8127,20902
husband got second pfizer covid vaccin yesterday morn zero side effect either shot autoimmun diseas hope mine goe wellcovidvaccin pfizer sideeffect,G,L,5,0,5014,5014,1,4426,50686
yuck youv much medic didnt need someth els mani other vaccin annoy side effect still better shingl,S,V,1,0,310,331,4,5848,11740
alreadi got vaccin side effect last day bad headach cowork felt tire feel way better day,G,V,1,0,1835,3391,22,37087,23422
serious side effect pfizer vaccin swag level danger elev,J,L,3,0,121,683,1,5868,13134
anyway celebr get past side effect covid vaccin shot two order han dynasti accenti type ham dynasti want go,J,L,12,0,18418,907,573,265465,4312
side effect noko experienc far vaccin see everyth back head amaz ball usa usa thank,J,L,5,2,2357,2,55,2252,497
first hour haha side effect legend vaccin hour,S,V,36,1,568,429,12,18187,21131
happi share experi receiv pfizer vaccin side effect first shot heard second shot hit harder hour sinc got second shot report,N,L,1,0,3549,4987,364,27668,6772
vaccin side effect would character two level two one level one most went busi today woman see might fell men,J,V,5342,86,168365,4159,2030,286840,49669
husband sore arm pfizer vaccin shot painless side effect,G,L,0,0,259,474,4,27386,4389
day post pfizer vaccinearm littl sore side effect,G,L,12,0,886,1250,6,13482,15777
second vaccin wednesday side effect thank feel better soon,G,L,1,0,2865,3369,1,69454,229983
second shot pfizer vaccin without even mild side effect,G,L,4,0,11270,4986,85,22689,77765
got back home receiv first dose vaccin feel fine small cough afterward shot sideeffect vaccin covidvaccin,G,L,2,0,566,467,3,31796,42132
two day post vaccin dose amp basic side effect bless god took day case arm sore almost non exist point slept day yesterday mayb lil fatigu whether that vaccin long work week,G,L,4,0,729,616,8,12066,13850
cheer get covid vaccin side effect,S,V,15,3,429,429,5,7085,32811
report jampj vaccin someon alway side effect arm sore hrs inject got better slight headach sinc inject develop mild rash face hr inject feel tire joy,G,L,25,0,1746,777,93,18495,12462
receiv second dose pfizer vaccin today minim side effect way freedom anyth want,G,L,0,0,198,230,4,231,3677
warn anyon health condit put greater risk get covid got vaccin unlist side effect warn addit list side effect may experi follow,S,V,6,1,44,79,0,287,12915
got vaccin mild side effect lucki,G,L,1,0,77,145,4,3275,5152
badab got shot feel liber rais glass scienc side effect pfizer vaccin minim shoulder pain inject site hour,G,L,10,0,532,542,2,2565,2348
hour sinc mom got moderna vaccin side effect moder headach get somewhat regular anyway happi found vaccin huge weight lift,G,L,2,0,1332,2078,3,9257,36731
say vaccin side effect,S,V,0,0,12573,10865,412,430342,3393
hour post vaccin side effect disappear overnight,G,L,12,0,796,408,14,26059,63000
hour post pfizer vaccin common side effect bodi ach dull headach chill fatigu spent whole day rewatch fuller hous know lobotom,J,V,9,0,796,408,14,26059,63000
got first vaccin inject pfizer ill get second shot week far good side effect,G,L,0,0,5008,5127,17,25213,33531
receiv second dose vaccin yesterday boy side effect realli kick ass bodi ach small fever amp chill super grate fulli vaccin,G,V,0,0,349,487,2,5179,20956
im hour post pfizer coronavirus vaccin experienc side effect slight sore inject site getvaccin,G,L,1,0,2402,4738,15,24052,37854
see lot thread take astrazeneca vaccin tip case get brutal side effect like,T,V,2,0,202,537,3,26347,2580
first vaccin dose done tell grow third eye muscl like incred hulk tomorrow night side effect yet great vaccin pfizer countyofventura smoothprocess,J,L,2,0,409,1666,7,4379,20237
ggs question folk got shot yesterday vaccin side effect far,G,L,0,0,70,481,0,5263,5492
babi first vaccin side effect okay track devic signal get stronger wait second dose get gene mutat give intern wifi turn gay,J,L,32,6,595,681,14,19624,28162
side effect includ instant relief jaw tension light end tunnel mutual tear vaccin administr loss public perform,J,L,36,0,3447,4803,106,11122,11810
lucki major side effect second vaccin shot get perc itch coupl time,G,L,0,0,402,430,1,10977,1415
get first vaccin shot week saturday sever wife side effect im consid order victorian inspir nightgown take bed like eleg invalid femal,J,V,12,0,1279,585,63,24004,27897
yeah man understand initi hesit sinc new believ enough inform settl nerv plus million anecdot stori like mine took vaccin minim side effec,T,L,0,0,182,329,1,8195,1723
deal one day side effect vaccin small price will pay said stop say today,J,V,4,0,704,700,9,13954,39395
sister said made steel bc get side effect covid vaccin lmaoo,J,L,4,0,279,364,0,1930,9183
hi megan got johnson johnson vaccin morn crazi side effect littl drowsi arm super sore anyth jampj vaccin one dose unlik pfizer moderna vaccin,G,L,4,0,41,104,0,510,841
side effect second moderna vaccin joke super excit vaccin good suck,S,V,4,0,403,441,11,960,6846
side effect covidvaccin fortun mild far pretti much tiredachi today sleep couch cat definit vaccin side effect there noth els life could possibl make feel exhaust friday,S,V,1,0,2141,2622,34,1065,3393
arm super sore day half cowork friend day flu pretti intens ive glean side effect standard vaccin side effect vaccin arent intens public watc,T,V,1,0,245,1152,1,15363,39328
sever horribl health issu spefic associ immun system side effect vaccin short durat ive exprianc worst side effect med take sustain li,G,L,0,0,563,732,14,51990,1495
receiv second vaccin yesterday side effect hit today headach bad know vaccin work,G,V,1,1,80,348,0,4685,15383
got vaccin shoulder pain inject site pre med tylenol help second shot bad peopl luckili didnt sideeffect premed tylenol help,G,L,1,0,3077,4560,4,5821,14737
updat pfizer vaccin hour zero side effect asid sore shoulder pfizervaccin wearamask,T,L,1,0,14785,16106,5,22154,28162
got moderna vaccin yesterday person havent side effect besid sleepi amp armshould still hurt extent wouldnt lift anyth heavi das review,G,L,12,1,12682,570,45,4829,11231
moderna vaccin shot side effect thus far evil jab thank prefer host mutat put other jeopardi first outing public age live free die state still aliv under condit x,J,L,0,0,10,96,0,65,69
woke middl night side effect vaccin mindless scroll amp came across spoiler might fake piss give chanc watch sh,J,L,3,0,141,594,4,12482,2341
grate gotten vaccin yesterday thank puerto rican cultur center work im definit feel side effect today fatigu bodi ach pass part protect fam around,G,V,2,0,1480,1206,46,8804,1294
day sinc got vax dose side effect bad fever achi day amp bad fatigu today terribl nausea hard know vaccin regular long covid amp flare stand line,S,V,12,1,1631,3779,24,26240,134451
fibromyalgia dose pfizer vaccin expect flare side effect side effect minor happili surpris,G,L,1,0,3835,4937,2,25755,134900
got first shot pfizer vaccin side effect besid sore arm drowsi af hour post inject,G,L,8,0,360,440,5,8681,5808
vaccin updat side effect headach fatigu began coupl hour receiv shot domin life yesterday today feel better headach moment fatigu still interrupt product,S,V,12,1,3015,886,85,18943,15308
day half get dose vaccin sore arm gone notic side effect,G,L,27,2,2209,379,37,30590,134343
receiv pfizer vaccin wife got moderna start side effect within first hour gone hour,T,V,1,0,39,298,0,1538,1661
hour receiv second covid vaccin still side effect symptom next month go request sar covid igg protein blood test make sure bodi develop antibodi,G,L,1,0,13,26,0,1691,138
hour sinc second pfizer covid vaccin side effect symptom mean im machin,J,L,0,0,13,26,0,1691,138
day vaccin dose experienc side effect tri decid fli ive assidu avoid last year ive made drive reno vega horribl exercis boredomto visit mom coupl timessh realli ail need go next week,G,L,60,4,7232,1380,110,39031,16322
one aw night vaccin gave mani side effect havent felt sick year kept wake everi hour drench sweat high fever deliri,S,V,4,0,1148,627,2,7066,18330
zero side effect second vaccin real strong constitut nbd,G,L,5,0,651,1828,16,2628,11977
get vaccin make sure schedul clear afterward never know side effect hit current nauseous,S,V,3,0,147,591,0,3774,21848
ask work remot sinc mild side effect vaccin wreak havoc neurolog issu nope covid u work remot sick day oh yeah happi employeeappreciationday,S,V,0,0,1045,1734,11,610,1121
second shot strategi moderna vaccin liter adult electrolyt drink shot liter minor fatigu first night pain inject site side effect reaction may differ mine ask doc,T,L,0,0,4,9,0,13,6
one side effect vaccin,S,V,0,0,55,167,0,1066,7996
minor symptom worthi stephen king novel get vaccin america dont worri minor side effect listen vaccin start decad ago sar anoth coronavirus noth rush,T,L,137,4,93,905,0,1805,3845
take vaccin peopl help us get herd immun took pfizer shot side effect even sore arm,T,L,31,4,2800,2192,73,173929,158582
hrs get vaccin side effect arm sore modernavaccin,G,L,1,0,53,361,0,1014,2049
sore arm side effect get vaccin gt,T,L,0,0,458,141,3,27216,54877
receiv first pfizer vaccin shot yesterday side effect fatigu definit good bit sore inject site tylenol help would,T,V,2,0,285,1651,1,21380,129464
mention side effect vaccin,S,V,0,0,25,83,0,297,1325
wife amp receiv moderna vaccin late jan day feel unwel shot otherwis side effect either us today week dose full protect cov,G,L,3,0,3609,5002,9,428130,433024
zero side effect first dose pfizerbiontech vaccin dalla folk go ahead sign peep make whole experi breez take advantag also still wearamask,T,L,2,0,124,430,9,25623,16020
right vaccin side effect get covid vaccin make peopl break joyous bhangra danc,J,L,2,0,423,1692,1,15329,72407
ui go realli easi finish monday right brain still fuzzi vaccin side effect im stare state machin like ancient riddl,S,V,5,0,319,266,1,6600,4318
idk covid vaccin side effect still fact take tylenol sure,S,V,0,0,2138,1480,4,38221,71403
one side effect pfizer vaccin say fuck pf never know sound pfuck,J,L,4,0,821,2773,6,23580,31514
far side effect vaccin except usual arm sore,G,L,0,0,932,380,27,281121,5200
woo got first moderna yesterday im first tri pregnant arm ach tell symptom pregnanc shot lol make nervous particip vaccin checkin system ask,G,L,3,0,21,138,1,365,1386
happi report even though vaccin sideeffect kick butt yesterday today feel magnific readi second shot march,G,V,96,0,9376,1922,372,40403,60058
far everyon talk side effect vaccin moderna one pfizer far symptom,G,L,0,0,196,258,2,40713,8254
husband get vaccin shot weekend appar heard cowork realli uncomfort side effect last day ask whether peopl talk femal answer suggest might want,N,V,12,0,1182,109,63,5627,5597
vaccin updat feel normal experienc side effect ever realli thank let guy know get side effect throughout cours day,G,L,1,0,1617,1096,6,49062,4600
yeah person administ vaccin said way peopl get side effect second dose head hurt wors arm say anyth,S,V,0,0,3916,3028,117,34948,51727
wow feel like shit tire slow amp achi gross sick tast mouth amp head feel heavi like cold feel like flu noth compar covid would feel like hope side effect vaccin last long,S,V,8,0,664,1019,9,17881,104934
disabl son got first vaccin yesterday pfizer zero side effect happi cri hope husband get soon,J,L,223,1,2488,3038,18,43410,190722
got first trump vaccin yesterday far side effect,G,L,2,0,874,1976,25,139520,244323
father receiv dose moderna vaccin suffer side effect,G,L,2,0,733,779,35,1484,1568
take day recov potenti side effect vaccineand find miss student terribl,J,V,4,0,738,336,3,2893,16219
morn yall side effect second vaccin got feel like truck hit tell someth good show pet pleas,S,V,4,0,1168,265,12,12155,17504
covid vaccin great covidvaccin jeez side effect young great,S,V,0,0,20,79,0,30,52
yesterday abl get dose vaccin side effect except arm pretti sore morn thank much get word high risk peopl elig reason knew look,G,L,14,0,486,497,9,1092,6016
worri vaccin take second two hard feel im get side effect want post reassur peopl noth worri,T,L,0,0,669,1033,3,789,191
got second pfizer vaccin wednesday play tenni two hour later swam hour thursday morn pain side effect first second grate chain scientist volunt suppli chain etc made possibl get asap thank,T,L,1,0,49,204,0,514,239
got first vaccin dose experienc fewer sideeffect flu shot im sit like mean work still doesnt feel like realiti,J,L,4,0,300,1255,10,14881,69853
also know coupl peopl vaccin side effect imposs specul,T,L,2,0,458,1247,11,9576,18779
first dose vaccin problem side effect alway feel terribl morn till get first cup coffe good luck,G,L,1,0,46,45,0,1738,1690
side effect jampj coronavirus vaccin yesterday sore inject site,G,L,11,0,881,581,0,22658,57613
two signific side effect vaccin one minor one major minor vaccin arm sore major overwhelm sens relief amp tranquil less vulner virus similar feel make final car payment,G,L,1,0,162,343,0,577,313
anoth email school call later tri forc return save bell side effect vaccin ask covid test kid n isol day anyway lol som,S,V,0,0,6624,6846,16,16078,14984
result report side effect vaccin request take covid test rule infect kid n instruct isol go day test done anoth email school demand return monday,S,V,1,0,6624,6846,16,16078,14984
head ach earlier bodi ach joint hurt especi big toe histori gerd feel like blood definit move tri get rest via,S,V,0,0,260,1534,2,5061,12237
wandavis episod crazi might watch sit toilet caus vaccin side effect damn proud wanda may add power exceed strang skrull monica end spoiler,J,V,1,0,193,173,0,9317,51614
would love side effect covid vaccin would end,S,V,0,0,692,194,11,24868,113321
could vaccin side effect well,T,V,0,0,116,578,1,22789,5566
got lucki side effect vaccin,G,L,4,0,704,606,1,1302,8247
heard one covid vaccin side effect end hors cock alreadi one,J,L,7,0,640,515,4,18875,12152
hour later final feel side effect vaccin chill headach total worth,T,V,2,0,188,236,0,12952,4821
covid vaccin side effect sore arm bad toler tired feel tire day keep eye open start feel fatigu,S,V,12,0,198,169,0,1613,31880
vaccin updat like ish hour sinc got first dose far side effect arm fuck hurt glad deal potenti side effect tbh,G,V,2,0,52,274,3,6141,9397
holi shit get wick vaccin side effect sign strong immun system accord doc though good man antibodi build kick ass,S,V,11,0,567,1006,15,18620,71012
mom got vaccin today said wait come new york rather usual move home go law school yes unfortun vaccin side effect,J,L,24,0,618,679,3,11034,19608
suppos feel side effect first dose vaccin worri,N,L,7,0,222,190,0,2501,11431
arm sore im hope side effect though like wrinkl grey hair mayb littl arthriti im hope vaccin surviv next year live old age,J,L,0,0,2126,4970,5,21911,75012
got first moderna vaccin tuesday arm bit sore side effect,G,L,0,0,1239,1375,7,14196,43671
side effect second vaccin want launch tower respect,S,V,66,0,5264,1852,5,37932,55247
pretti common side effect moderna pfizer vaccin doggo also youv alreadi covid even asymptomat reaction vaccin may littl bit stronger def seek medic attent feel need,T,V,3,0,2180,1022,5,618,3025
